n,sigma,ratio_sigma_log2n
672565680,191,6.513192
672587154,85,2.898536
672608628,188,6.410870
672630102,107,3.648734
672651576,177,6.035747
672673050,169,5.762936
672694524,131,4.467121
672715998,215,7.331523
672737472,131,4.467107
672758946,131,4.467100
672780420,169,5.762891
672801894,139,4.739885
672823368,123,4.194280
672844842,107,3.648677
672866316,169,5.762855
672887790,107,3.648665
672909264,150,5.114944
672930738,123,4.194247
672952212,150,5.114928
672973686,107,3.648643
672995160,123,4.194227
673016634,169,5.762791
673038108,112,3.819122
673059582,196,6.683453
673081056,93,3.171225
673102530,196,6.683432
673124004,196,6.683421
673145478,112,3.819092
673166952,58,1.977741
673188426,150,5.114839
673209900,142,4.842040
673231374,150,5.114823
673252848,123,4.194148
673274322,150,5.114807
673295796,123,4.194135
673317270,150,5.114791
673338744,196,6.683316
673360218,131,4.466903
673381692,177,6.035425
673403166,196,6.683285
673424640,58,1.977704
673446114,66,2.250487
673467588,131,4.466868
673489062,196,6.683243
673510536,123,4.194069
673532010,123,4.194063
673553484,196,6.683212
673574958,66,2.250466
673596432,123,4.194043
673617906,196,6.683180
673639380,123,4.194030
673660854,107,3.648459
673682328,112,3.818942
673703802,169,5.762502
673725276,169,5.762493
673746750,177,6.035264
673768224,161,5.489695
673789698,123,4.193984
673811172,93,3.171056
673832646,55,1.875353
673854120,93,3.171046
673875594,93,3.171041
673897068,196,6.683044
673918542,161,5.489635
673940016,107,3.648385
673961490,196,6.683013
673982964,139,4.739476
674004438,139,4.739469
674025912,96,3.273297
674047386,196,6.682971
674068860,96,3.273287
674090334,107,3.648345
674111808,93,3.170986
674133282,96,3.273271
674154756,93,3.170977
674176230,123,4.193866
674197704,196,6.682897
674219178,123,4.193852
674240652,123,4.193846
674262126,123,4.193839
674283600,93,3.170947
674305074,196,6.682845
674326548,131,4.466588
674348022,158,5.387175
674369496,123,4.193806
674390970,161,5.489445
674412444,142,4.841615
674433918,204,6.955549
674455392,107,3.648248
674476866,131,4.466539
674498340,158,5.387115
674519814,131,4.466525
674541288,123,4.193754
674562762,139,4.739276
674584236,123,4.193741
674605710,139,4.739261
674627184,169,5.762114
674648658,169,5.762105
674670132,131,4.466476
674691606,131,4.466469
674713080,215,7.330454
674734554,196,6.682636
674756028,93,3.170837
674777502,107,3.648162
674798976,93,3.170828
674820450,131,4.466428
674841924,139,4.739179
674863398,215,7.330373
674884872,93,3.170808
674906346,196,6.682552
674927820,74,2.523000
674949294,139,4.739142
674970768,123,4.193623
674992242,123,4.193616
675013716,123,4.193610
675035190,204,6.955244
675056664,139,4.739105
675078138,196,6.682468
675099612,107,3.648077
675121086,150,5.114118
675142560,77,2.625243
675164034,131,4.466316
675185508,107,3.648054
675206982,93,3.170733
675228456,74,2.522945
675249930,150,5.114070
675271404,123,4.193531
675292878,139,4.739023
675314352,150,5.114046
675335826,77,2.625206
675357300,93,3.170699
675378774,150,5.114022
675400248,107,3.647997
675421722,139,4.738979
675443196,139,4.738971
675464670,123,4.193472
675486144,131,4.466211
675507618,139,4.738949
675529092,139,4.738942
675550566,234,7.977774
675572040,131,4.466183
675593514,123,4.193432
675614988,177,6.034442
675636462,77,2.625149
675657936,123,4.193413
675679410,261,8.898203
675700884,77,2.625136
675722358,131,4.466134
675743832,123,4.193387
675765306,131,4.466120
675786780,123,4.193373
675808254,215,7.329869
675829728,139,4.738838
675851202,93,3.170585
675872676,177,6.034329
675894150,120,4.091064
675915624,74,2.522819
675937098,150,5.113814
675958572,139,4.738794
675980046,77,2.625083
676001520,112,3.818297
676022994,93,3.170545
676044468,93,3.170540
676065942,74,2.522791
676087416,158,5.386492
676108890,131,4.466009
676130364,131,4.466002
676151838,131,4.465995
676173312,131,4.465988
676194786,196,6.681925
676216260,74,2.522764
676237734,150,5.113702
676259208,150,5.113694
676280682,120,4.090949
676302156,123,4.193216
676323630,120,4.090936
676345104,177,6.034122
676366578,123,4.193197
676388052,150,5.113646
676409526,196,6.681821
676431000,150,5.113630
676452474,120,4.090898
676473948,196,6.681790
676495422,253,8.624950
676516896,120,4.090879
676538370,139,4.738594
676559844,123,4.193138
676581318,150,5.113575
676602792,215,7.329445
676624266,131,4.465841
676645740,158,5.386273
676667214,188,6.408973
676688688,150,5.113535
676710162,188,6.408953
676731636,158,5.386240
676753110,196,6.681654
676774584,150,5.113503
676796058,112,3.818076
676817532,150,5.113487
676839006,123,4.193053
676860480,150,5.113471
676881954,150,5.113463
676903428,139,4.738468
676924902,242,8.249694
676946376,196,6.681560
676967850,93,3.170327
676989324,93,3.170322
677010798,150,5.113415
677032272,112,3.818011
677053746,242,8.249617
677075220,123,4.192981
677096694,150,5.113383
677118168,177,6.033783
677139642,93,3.170288
677161116,93,3.170283
677182590,177,6.033754
677204064,112,3.817963
677225538,142,4.840624
677247012,123,4.192928
677268486,120,4.090655
677289960,177,6.033707
677311434,139,4.738328
677332908,123,4.192902
677354382,215,7.329045
677375856,150,5.113279
677397330,93,3.170228
677418804,142,4.840556
677440278,93,3.170218
677461752,131,4.465569
677483226,123,4.192856
677504700,288,9.817405
677526174,123,4.192843
677547648,123,4.192837
677569122,139,4.738239
677590596,196,6.681248
677612070,177,6.033566
677633544,196,6.681227
677655018,93,3.170169
677676492,196,6.681206
677697966,261,8.896898
677719440,93,3.170154
677740914,177,6.033510
677762388,112,3.817808
677783862,93,3.170139
677805336,93,3.170134
677826810,120,4.090490
677848284,169,5.760764
677869758,215,7.328771
677891232,93,3.170115
677912706,169,5.760737
677934180,150,5.113072
677955654,74,2.522445
677977128,215,7.328714
677998602,93,3.170090
678020076,196,6.681039
678041550,169,5.760683
678063024,96,3.272336
678084498,96,3.272331
678105972,150,5.113008
678127446,131,4.465354
678148920,150,5.112993
678170394,93,3.170050
678191868,169,5.760620
678213342,131,4.465326
678234816,93,3.170036
678256290,169,5.760593
678277764,169,5.760584
678299238,150,5.112937
678320712,177,6.033256
678342186,58,1.976996
678363660,169,5.760549
678385134,158,5.385593
678406608,158,5.385585
678428082,196,6.680842
678449556,93,3.169986
678471030,96,3.272239
678492504,150,5.112865
678513978,150,5.112857
678535452,123,4.192536
678556926,169,5.760468
678578400,93,3.169957
678599874,120,4.090260
678621348,96,3.272203
678642822,120,4.090248
678664296,112,3.817558
678685770,120,4.090235
678707244,131,4.465166
678728718,93,3.169922
678750192,234,7.975921
678771666,158,5.385442
678793140,150,5.112754
678814614,120,4.090197
678836088,196,6.680644
678857562,120,4.090184
678879036,234,7.975846
678900510,120,4.090171
678921984,158,5.385384
678943458,58,1.976910
678964932,93,3.169868
678986406,196,6.680571
679007880,112,3.817463
679029354,177,6.032946
679050828,150,5.112658
679072302,177,6.032928
679093776,196,6.680520
679115250,120,4.090108
679136724,177,6.032899
679158198,158,5.385292
679179672,120,4.090089
679201146,93,3.169814
679222620,139,4.737671
679244094,196,6.680447
679265568,112,3.817392
679287042,158,5.385241
679308516,188,6.407746
679329990,120,4.090044
679351464,131,4.464958
679372938,123,4.192282
679394412,120,4.090025
679415886,120,4.090019
679437360,112,3.817345
679458834,120,4.090006
679480308,177,6.032749
679501782,158,5.385158
679523256,150,5.112484
679544730,123,4.192230
679566204,177,6.032712
679587678,112,3.817303
679609152,74,2.522143
679630626,112,3.817291
679652100,93,3.169710
679673574,58,1.976805
679695048,93,3.169700
679716522,112,3.817268
679737996,93,3.169691
679759470,177,6.032627
679780944,123,4.192158
679802418,123,4.192152
679823892,93,3.169671
679845366,177,6.032590
679866840,177,6.032581
679888314,123,4.192126
679909788,123,4.192119
679931262,196,6.680115
679952736,196,6.680104
679974210,93,3.169636
679995684,242,8.247858
680017158,158,5.384957
680038632,104,3.544523
680060106,104,3.544518
680081580,158,5.384932
680103054,242,8.247794
680124528,196,6.680021
680146002,93,3.169597
680167476,74,2.522041
680188950,123,4.192035
680210424,204,6.952632
680231898,196,6.679969
680253372,177,6.032412
680274846,120,4.089765
680296320,215,7.327483
680317794,150,5.112190
680339268,104,3.544446
680360742,196,6.679907
680382216,150,5.112166
680403690,150,5.112158
680425164,150,5.112150
680446638,120,4.089714
680468112,215,7.327392
680489586,120,4.089701
680511060,196,6.679835
680532534,177,6.032290
680554008,120,4.089682
680575482,215,7.327336
680596956,158,5.384731
680618430,223,7.599957
680639904,112,3.817013
680661378,177,6.032234
680682852,66,2.249304
680704326,112,3.816995
680725800,66,2.249297
680747274,66,2.249294
680768748,88,2.999054
680790222,234,7.974744
680811696,196,6.679690
680833170,112,3.816960
680854644,123,4.191833
680876118,88,2.999030
680897592,150,5.111976
680919066,93,3.169420
680940540,188,6.406990
680962014,88,2.999012
680983488,120,4.089555
681004962,88,2.999002
681026436,88,2.998998
681047910,74,2.521881
681069384,104,3.544259
681090858,66,2.249238
681112332,120,4.089517
681133806,66,2.249231
681155280,150,5.111881
681176754,88,2.998965
681198228,104,3.544226
681219702,120,4.089485
681241176,120,4.089479
681262650,131,4.464341
681284124,104,3.544204
681305598,104,3.544199
681327072,104,3.544193
681348546,104,3.544188
681370020,88,2.998923
681391494,177,6.031916
681412968,74,2.521814
681434442,104,3.544166
681455916,150,5.111770
681477390,120,4.089409
681498864,74,2.521799
681520338,172,5.861469
681541812,104,3.544138
681563286,150,5.111730
681584760,88,2.998877
681606234,139,4.736855
681627708,188,6.406672
681649182,188,6.406662
681670656,158,5.384314
681692130,120,4.089346
681713604,150,5.111675
681735078,150,5.111667
681756552,150,5.111659
681778026,169,5.759127
681799500,150,5.111643
681820974,150,5.111635
681842448,88,2.998821
681863922,120,4.089295
681885396,177,6.031701
681906870,196,6.679162
681928344,150,5.111596
681949818,66,2.249099
681971292,204,6.951748
681992766,131,4.464106
682014240,112,3.816634
682035714,158,5.384172
682057188,158,5.384164
682078662,88,2.998770
682100136,88,2.998766
682121610,104,3.543990
682143084,158,5.384131
682164558,188,6.406424
682186032,139,4.736657
682207506,150,5.111493
682228980,177,6.031552
682250454,104,3.543957
682271928,74,2.521658
682293402,104,3.543946
682314876,120,4.089162
682336350,177,6.031505
682357824,120,4.089150
682379298,196,6.678934
682400772,104,3.543919
682422246,196,6.678914
682443720,139,4.736569
682465194,88,2.998687
682486668,177,6.031440
682508142,242,8.246363
682529616,88,2.998673
682551090,112,3.816487
682572564,88,2.998663
682594038,204,6.951436
682615512,88,2.998654
682636986,88,2.998650
682658460,177,6.031365
682679934,188,6.406186
682701408,112,3.816445
682722882,88,2.998631
682744356,177,6.031328
682765830,123,4.191255
682787304,74,2.521564
682808778,93,3.168988
682830252,158,5.383864
682851726,74,2.521553
682873200,104,3.543798
682894674,172,5.860888
682916148,74,2.521541
682937622,215,7.326088
682959096,215,7.326076
682980570,158,5.383806
683002044,104,3.543765
683023518,104,3.543760
683044992,204,6.951211
683066466,139,4.736357
683087940,104,3.543744
683109414,158,5.383756
683130888,120,4.088922
683152362,142,4.838550
683173836,177,6.031142
683195310,177,6.031132
683216784,120,4.088897
683238258,77,2.623705
683259732,77,2.623701
683281206,120,4.088878
683302680,139,4.736276
683324154,120,4.088865
683345628,177,6.031067
683367102,104,3.543672
683388576,120,4.088846
683410050,120,4.088840
683431524,177,6.031030
683452998,120,4.088827
683474472,112,3.816233
683495946,112,3.816227
683517420,177,6.030993
683538894,104,3.543629
683560368,196,6.678367
683581842,74,2.521420
683603316,177,6.030955
683624790,120,4.088777
683646264,112,3.816186
683667738,223,7.598287
683689212,139,4.736145
683710686,261,8.893035
683732160,88,2.998413
683753634,88,2.998409
683775108,112,3.816151
683796582,88,2.998399
683818056,131,4.463519
683839530,150,5.110892
683861004,88,2.998386
683882478,177,6.030834
683903952,158,5.383448
683925426,104,3.543530
683946900,88,2.998367
683968374,150,5.110845
683989848,88,2.998358
684011322,93,3.168714
684032796,177,6.030769
684054270,215,7.325499
684075744,88,2.998339
684097218,88,2.998335
684118692,204,6.950674
684140166,93,3.168685
684161640,261,8.892747
684183114,88,2.998316
684204588,93,3.168670
684226062,185,6.303259
684247536,120,4.088594
684269010,120,4.088588
684290484,185,6.303230
684311958,88,2.998288
684333432,88,2.998284
684354906,185,6.303200
684376380,261,8.892610
684397854,104,3.543410
684419328,150,5.110679
684440802,104,3.543399
684462276,131,4.463313
684483750,104,3.543388
684505224,88,2.998247
684526698,123,4.190725
684548172,131,4.463285
684569646,142,4.838058
684591120,120,4.088493
684612594,88,2.998224
684634068,120,4.088480
684655542,112,3.815909
684677016,104,3.543339
684698490,112,3.815897
684719964,112,3.815892
684741438,131,4.463223
684762912,158,5.383116
684784386,215,7.325115
684805860,158,5.383100
684827334,104,3.543301
684848808,104,3.543295
684870282,112,3.815850
684891756,104,3.543284
684913230,215,7.325047
684934704,74,2.521175
684956178,280,9.539567
684977652,120,4.088380
684999126,280,9.539538
685020600,120,4.088367
685042074,120,4.088361
685063548,120,4.088354
685085022,185,6.302870
685106496,74,2.521144
685127970,150,5.110419
685149444,139,4.735648
685170918,139,4.735641
685192392,104,3.543208
685213866,74,2.521125
685235340,139,4.735619
685256814,120,4.088298
685278288,139,4.735604
685299762,196,6.677532
685321236,120,4.088279
685342710,120,4.088273
685364184,112,3.815715
685385658,196,6.677491
685407132,120,4.088254
685428606,139,4.735553
685450080,93,3.168387
685471554,177,6.030146
685493028,120,4.088229
685514502,104,3.543126
685535976,177,6.030118
685557450,158,5.382809
685578924,120,4.088203
685600398,177,6.030091
685621872,120,4.088191
685643346,120,4.088184
685664820,204,6.949903
685686294,120,4.088172
685707768,120,4.088166
685729242,177,6.030035
685750716,139,4.735444
685772190,261,8.891719
685793664,177,6.030007
685815138,120,4.088134
685836612,150,5.110160
685858086,161,5.484896
685879560,104,3.543033
685901034,131,4.462852
685922508,169,5.757411
685943982,120,4.088096
685965456,131,4.462832
685986930,169,5.757385
686008404,101,3.440799
686029878,177,6.029905
686051352,112,3.815527
686072826,158,5.382611
686094300,169,5.757340
686115774,120,4.088046
686137248,169,5.757323
686158722,177,6.029849
686180196,177,6.029840
686201670,104,3.542951
686223144,177,6.029822
686244618,131,4.462742
686266092,177,6.029803
686287566,158,5.382528
686309040,93,3.168192
686330514,177,6.029775
686351988,158,5.382503
686373462,158,5.382495
686394936,104,3.542902
686416410,104,3.542897
686437884,177,6.029729
686459358,120,4.087945
686480832,74,2.520896
686502306,185,6.302230
686523780,88,2.997813
686545254,104,3.542864
686566728,158,5.382420
686588202,104,3.542853
686609676,88,2.997794
686631150,185,6.302172
686652624,123,4.190086
686674098,158,5.382379
686695572,185,6.302143
686717046,123,4.190067
686738520,104,3.542815
686759994,101,3.440613
686781468,169,5.757057
686802942,158,5.382329
686824416,345,11.752536
686845890,158,5.382313
686867364,104,3.542783
686888838,215,7.324010
686910312,104,3.542772
686931786,196,6.676752
686953260,74,2.520811
686974734,177,6.029497
686996208,101,3.440555
687017682,74,2.520799
687039156,104,3.542739
687060630,74,2.520791
687082104,215,7.323909
687103578,120,4.087757
687125052,120,4.087751
687146526,177,6.029423
687168000,131,4.462448
687189474,104,3.542701
687210948,150,5.109657
687232422,74,2.520760
687253896,177,6.029377
687275370,158,5.382147
687296844,150,5.109626
687318318,131,4.462400
687339792,74,2.520741
687361266,112,3.815170
687382740,77,2.622925
687404214,112,3.815158
687425688,215,7.323729
687447162,158,5.382081
687468636,104,3.542630
687490110,112,3.815134
687511584,215,7.323684
687533058,150,5.109539
687554532,131,4.462324
687576006,77,2.622889
687597480,139,4.734818
687618954,150,5.109508
687640428,104,3.542587
687661902,150,5.109492
687683376,74,2.520679
